% Ceci représente la classification de critiques de films en fonction de 3 catégories de jugement (mixed, negative, positive).

@relation critiquesFilms

@attribute nom_fichier string
@attribute contenu string
@attribute classe {mixed, negative, positive}

@data
'Sinister_29.txt','sinister little connection first film save home movie enough horror movie strain recall original ',negative
'The_Transporter_Refueled20.txt','franchise hit dead end run nothing fume ',negative
'Hotel_Transylvania_221.txt','ambitious category sequel lacking movie ',negative
'SPECTRE45.txt','center film man try pull donkey peat bog inexpressive tired try play chap access emotion fear love one be snatch actor quit job ',negative
'Captive18.txt','inflate moral importance ridiculous movie shove cage fatten sermon platitude ready be serve cold bland ',negative
'Pan25.txt','ill-conceived number angle origin story script topsy-turvy beloved character ',negative
'Rock_the_Kasbah21.txt','sexist racist overlong dull ugly bad unfunny cast ',negative
'Captive14.txt','thin story be stretch feature-film length result see-through sledgehammer moralize ',negative
'Fantastic_Four33.txt','turn back familiar trope blockbuster comic book movie have clear new identity distinguish result movie rich possibility trap basic structure superhero movie idea circumvent traditional expectation ',negative
'Our_Brand_Is_Crisis29.txt','validate devotion showmanship current reign poster boy morality ',negative
'Rock_the_Kasbah20.txt','unholy mess jumble tone-deaf satire vital character introduce disappear return superb actor rely old trick use good effect good film attempt political commentary ham-handed ',negative
'The_Intern34.txt','spongy subtext movie be serious be viewer be make think be leave tell story lead team-building exercise ',negative
'Rock_the_Kasbah19.txt','cast old pro include soldier fortune amble enough few laugh make movie come satisfying way ',negative
'Fantastic_Four23.txt','good cast lead swallow narrative muddle tedious ',negative
'Rock_the_Kasbah30.txt','rock pander assemble botch play fair Afghan popular culture add insult countless other injury inflict country be bad be screen evidence ',negative
'Goosebumps26.txt','good literary oeuvre feature character be terrifying paper render toothless ',negative
'The_Perfect_Guy11.txt','perfect example lame lazy material good actor result movie great ',negative
'The_Transporter_Refueled23.txt','be put block ',negative
'Pan21.txt','writer reasonable idea likely be curious origin unreasonable thing ',negative
'90_Minutes_in_Heaven6.txt','tedium forget cynicism ',negative
'Hitman__Agent_4724.txt','agent schlock action sequel own epitaph character dusty insult dead know ',negative
'No_Escape31.txt','film get dreggy dreadful exploitative would-be thriller low-grade trash silly stupid be offensive close be ',negative
'Hitman__Agent_4720.txt','agent awful kind film lackadaisical screenwriting dull filmmak bore character face dare ask theater operator money ',negative
'Scouts_Guide_to_the_Zombie_Apocalypse8.txt','aim be replace startle gasp shocked guffaw result contrary ',negative
'The_Intern32.txt','retrograde imply work woman cuddly daddy make world business soft heart soft head ',negative
'Minions34.txt','bottom line filmmaker work nothing character speak interpersonal relationship story suspense capacity engage script humor wit do ',negative
'War_Room3.txt','late go marital drama authentic help restore bit faith ',negative
'Our_Brand_Is_Crisis31.txt','makings find drama comedy make something special leave something bland generic ',negative
'SPECTRE46.txt','expect film be deep least be dazzle seductive gloss surface stunning opening sequence installment overcompensate dutiful ',negative
'Hotel_Transylvania_220.txt','play dad harrumph look try hard do ',negative
'Hitman__Agent_4723.txt','agent tedious soulless film trim runtime never-end ',negative
'Scouts_Guide_to_the_Zombie_Apocalypse15.txt','act crap movie crap movie offer ',negative
'The_Perfect_Guy10.txt','good thing say geld version fatal attraction lack anything dark dangerous safe guy ',negative
'Pan31.txt','clear purpose tell story real focus actual storytelling ground ',negative
'The_Last_Witch_Hunter11.txt','time be opportunity do something fun last other direction create heavy-handed humorless tone story be allow be goofy ',negative
'Fantastic_Four25.txt','fantastic mediocre title violation truth advertising law ',negative
'Sinister_211.txt','goofy charm same finesse substitute pedestrian plot graphic gore restraint ',negative
'Everest38.txt','director be gifted filmmaker be blame case industrial filmmak go wrong culprit elaborate clunker producer studio ',negative
'The_Last_Witch_Hunter17.txt','main obstacle enjoy last ability buy immortal slayer evildoer ply trade have swallow plot bury avalanche underwhelming effect ',negative
'No_Escape26.txt','movie fleet tank brother push plot hole rancid mess ',negative
'Fantastic_Four27.txt','special effect cheap acting wooden shout dialogue throwaway clich B-movie sci-fi jargon chart ',negative
'No_Escape32.txt','only way film be more racist family hole wait save ',negative
'Hitman__Agent_4722.txt','choice director indication filmmaker less character actor dubious surface dazzle ',negative
'Hitman__Agent_4713.txt','few trick sleeve betrayal allegiance enough make care keep third act be mess ',negative
'No_Escape30.txt','script superior edit enormous amount tension be find service movie reprehensible core ',negative
'No_Escape23.txt','genuine gestalt southeast Asian player Asian character note driver Everyone nameless victim nameless mob ',negative
'No_Escape25.txt','ignore racism much impossible artless relic ',negative
'Paranormal_Activity__The_Ghost_Dimension11.txt','test tolerance watch empty frame anonymous performer hope something jolt mount tedium ',negative
'Burnt25.txt','rich cast unremarkable ',negative
'The_Green_Inferno17.txt','enjoy rancid slab red meat appetite slop taste sloppy leftover ',negative
'We_Are_Your_Friends27.txt','friend heartbeat ',negative
'The_Visit32.txt','visit have come new ingenious way frighten resort familiar tactic thing frame accompany loud sound effect real sense danger menace ',negative
'Rock_the_Kasbah32.txt','love melancholy torpor wear thin good circumstance circumstance close bad cast escape unscathed ',negative
'The_Transporter_Refueled11.txt','high-speed car chase extravagant stunt director franchise punctilious glossy finish uptight ',negative
'Fantastic_Four35.txt','sense heaviness gloom complete disappointment second half mundane set-up result dramatic sensory dividend ',negative
'The_Intern33.txt','clumsy comedy write direct implausible intriguing premise tale generational collision old young ',negative
'Captive11.txt','story appeal save grace get life get ',negative
'The_Green_Inferno11.txt','finish popcorn go save bucket barf ',negative
'We_Are_Your_Friends30.txt','good friend try appeal anyone star own kind few people have see ',negative
'Hitman__Agent_4719.txt','pointless asthma inhaler character advanced lung cancer ',negative
'A_Walk_in_the_Woods27.txt','help director everything sitcom sense pace theme friendship haze sentiment trail dust ',negative
'We_Are_Your_Friends25.txt','go buy soundtrack album last thing gonna movie friend let friend pay money see friend ',negative
'Hotel_Transylvania_222.txt','wooden stake ',negative
'Paranormal_Activity__The_Ghost_Dimension6.txt','late stage evolution franchise logical lapse filmmak technique undercut integrity format be acceptable weak effort sort mythology concern series demonic ',negative
'Sinister_215.txt','aura cheap manipulation audience ask rank film character scale root survival destruction ',negative
'Hotel_Transylvania_223.txt','channel inner child find solace end bite do continued disservice universal monster add soil feather cap mediocrity ',negative
'Ricki_and_the_Flash35.txt','fine forfeit element stake suspense character piece character vague nothing hang hat headband ',negative
'Fantastic_Four28.txt','unfortunate movie embarrassing disservice decades-old property frightful waste talent involve ',negative
'The_Last_Witch_Hunter20.txt','dopey diversion last be more fun extravagant bout silliness hamper desultory plot synthetic ',negative
'Captive16.txt','leave real catharsis religious emotional captive wind build big nothing ',negative
'Rock_the_Kasbah27.txt','misjudge comedy deadpan nonchalance result unfunny infuriate tale ',negative
'The_Last_Witch_Hunter21.txt','deadly dreadful loud obnoxious convoluted irritate horrible dumb ',negative
'The_Transporter_Refueled16.txt','first deliver unexpected kick courtesy make brood magnetic kinetic action hero inferior stand-in scowl predecessor lack cool coil power ',negative
'Burnt27.txt','Everything script transform abusive tyrant kitchen head loving functional family ',negative
'Fantastic_Four24.txt','change sake change ',negative
'Pan26.txt','fun fall grand old man pirate character plenty fresh unusual wrinkle good other virtue play two-dimensional one-dimensional figure ',negative
'Sinister_213.txt','shock imagery trapped be maul rat etc. nothing scary ',negative
'Hitman__Agent_4714.txt','cheap talk importance innovation copy copy copy ',negative
'Pan28.txt','complete washout joyless pointless idiotic enterprise ',negative
'The_Green_Inferno16.txt','clear be try say something brave new world social social justice public shame tool change message garble wrap horror package scary suspenseful real shame ',negative
'Pan22.txt','deliver own promise movie enhance understanding fly boy little thought go craft back story ',negative
'Fantastic_Four32.txt','fantastic bereft thing superhero movie humor excitement adventure awe drawn-out pilot episode upcoming TV series watch ',negative
'90_Minutes_in_Heaven8.txt','render miraculous premise dull film uninterested do preach choir ',negative
'American_Ultra30.txt','leave shellshock stone perfect storm repulsive choice queasy bad trip worth avoid cost ',negative
'War_Room7.txt','be offensive inept awful offer force humor superficial substance half-baked homily ',negative
'The_Intern35.txt','commit signature give female protagonist cake let ',negative
'The_Last_Witch_Hunter15.txt','abortion thriller bomb development count ',negative
'No_Escape24.txt','propulsive filmmak solid performance escape hand-wringing manipulation pander sense privilege ',negative
'The_Transporter_Refueled12.txt','be honest storyline stupid theory other film ',negative
'The_Peanuts_Movie28.txt','sloppy disconnected vignette rehash joke reverse-engineer premise movie thing people like pay see ',negative
'The_Green_Inferno10.txt','extreme gore unlikable character confuse theme film ode imperialism satire social-justice warrior sketch combination ',negative
'Scouts_Guide_to_the_Zombie_Apocalypse11.txt','weak premise do high school boy scout ',negative
'Captive17.txt','movie purpose own ',negative
'90_Minutes_in_Heaven3.txt','good title be audience find reside entirety dreary slog familiar road pave good intention ',negative
'Hotel_Transylvania_216.txt','dull ',negative
'No_Escape29.txt','pain pause unconvincing speechify Western meddling showbiz racism infuriate pass ',negative
'We_Are_Your_Friends31.txt','movie something appeal attempt explain turn something dramatic ',negative
'A_Walk_in_the_Woods29.txt','film deal woman contemptuous world way tiresome ',negative
'Fantastic_Four29.txt','everyone screen flat earnest monotone low-keyed air border give rip ',negative
'We_Are_Your_Friends24.txt','plethora beat drop note musical fest friend ',negative
'Rock_the_Kasbah26.txt','air mourning have work counterpoint silliness script have smart gag one-liner one-liner mark feel sorry old be play guy little daughter granddaughter get kinky raucous ',negative
'90_Minutes_in_Heaven4.txt','professional sheen mile clunky product peddle ilk dull ',negative
'A_Walk_in_the_Woods28.txt','enthusiasm good effort tedious journey special ',negative
'Pan27.txt','origin story lose boy be dim deadly myth ',negative
'The_Perfect_Guy8.txt','cast solid game competent fault audience seek little female empowerment romantic thriller ',negative
'Hitman__Agent_4711.txt','agent dull disavow predecessor least dullness active turn anyone interesting killing machine ',negative
'The_Last_Witch_Hunter16.txt','movie leave amaze amaze ',negative
'Steve_Jobs22.txt','time operatic own good same flawed ingredient rough edge movie iconic subject ',positive
'Everest1.txt','mountain grim unforgive star ',positive
'Everest14.txt','base true event fill stunning visual feature half-dozen good actor deliver solid performance high-altitude roller coaster ride leave drain ',positive
'The_Diary_of_a_Teenage_Girl10.txt','tell sensitive vision result off-putting authentic insight perspective underrepresent American cinema ',positive
'Everest5.txt','mountain name rock solid big beautiful terrifying merciless character audience ',positive
'We_Are_Your_Friends5.txt','musical sequence energy friend maintain trajectory momentum flag ',positive
'Everest17.txt','gun make faux documentary big star good lighting ',positive
'The_Martian26.txt','anchor great turn smart laugh weird character bit tension huge canvas result enjoyable film age ',positive
'Sicario19.txt','winner cynical true bleak powerful message blunt force ',positive
'Straight_Outta_Compton16.txt','movie capture alarming incident contradiction complete story order stress righteous side movie youthful excess flagrant sexism ',positive
'Truth23.txt','truth famous pettiness hubris work lower-profile gig trust good reason news organization touch pole ',positive
'Straight_Outta_Compton1.txt','superhero movie have be run ',positive
'The_Peanuts_Movie7.txt','glossy new look ',positive
'Minions10.txt','bedtime story make look stop-motion breath ',positive
'American_Ultra6.txt','lot little bong action comedy earnest be stone movie quirky be action flick beauty director entertain own oddball universe optional ',positive
'Bridge_of_Spies19.txt','knack create composition lovely look integral idea emotion try express ',positive
'Shaun_the_Sheep_Movie15.txt','key pack charm ',positive
'Truth1.txt','dynamo intelligence doggedness real human dimension propulsive drama breathe stellar performance rate good ',positive
'No_Escape0.txt','throwback era movie genre be define suspense tension interested provide safe harbor comfortable way spend hour vision edgy exhausting most part execution life toss firecracker sleepy post-summer movie doldrums ',positive
'The_Diary_of_a_Teenage_Girl29.txt','adaptation autobiographical novel cast handle ',positive
'The_Martian31.txt','Martian work ',positive
'Black_Mass13.txt','good solid well-executed crime story nothing nothing ',positive
'The_Walk16.txt','gorgeous act have choose doc solid fictionalize version go documentary ',positive
'Jem_and_the_Holograms0.txt','Hologram weird big screen adaptation cheap TV cartoon see praise ',positive
'No_Escape5.txt','essential viewing tense time riveting innocent popcorn check logic door settle pretty good ride ',positive
'Everest13.txt','star movie Everest shoot high base camp foot sicken actor crew travel top get footage climb be shoot matter Everest ',positive
'American_Ultra8.txt','movie turn enough be funny bemused eye trope ripe ribbing ',positive
'Shaun_the_Sheep_Movie8.txt','cut innocuous entertainment side panda video ',positive
'The_Diary_of_a_Teenage_Girl2.txt','first-person experience approve extreme appreciate honest forthright way journey strip basic emotional element timeless universal ',positive
'Shaun_the_Sheep_Movie13.txt','sophisticated innocent accessible young fan lack dialogue straightforward breezy story easy follow fun enjoy ',positive
'The_Martian20.txt','heart stirring celebration ability species solve daunting problem rational thought step step step movie ',positive
'Minions6.txt','minion life sight gag non-stop ',positive
'The_Martian22.txt','entertaining movie ',positive
'Steve_Jobs36.txt','movie series craft tile half-finished mosaic admire piece come feel be deprive whole ',positive
'The_Peanuts_Movie6.txt','voice work child actor none play part many limit professional experience nail character sound ',positive
'Bridge_of_Spies17.txt','movie many strength realize good ',positive
'The_Walk21.txt','write clunky first act save supersede nerve-wracking majestic spectacular finish ',positive
'Bridge_of_Spies21.txt','do kind role sleep take gift grant movie period piece timely commentary sound faint praise ',positive
'Everest12.txt','be plenty mountaineer documentary last few year comparison be dramatization realistic effect tell shot aware gut level be film foot sea level ',positive
'The_Man_from_U.N.C.L.E.4.txt','celebration time secret agent dress banter style have cool toy movie forgettable part pleasure ',positive
'Truth8.txt','focus intelligence intensity demonstrate screenplay impressive display ',positive
'A_Walk_in_the_Woods4.txt','plot character development narrative conflict resolution other word destination ',positive
'Hotel_Transylvania_23.txt','return director creator manage kick energy sequel ',positive
'The_Walk12.txt','narrative feature do documentary re-create tightrope act full glorious motion edit snap photo dizzying visual big-screen magic ',positive
'Bridge_of_Spies12.txt','daring study mannered true story genuine cinematic same time good film year ',positive
'Ricki_and_the_Flash2.txt','movie block character year caricature ',positive
'The_Walk0.txt','visionary high-wire act ',positive
'The_Diary_of_a_Teenage_Girl12.txt','great film pocket corduroys second onscreen ',positive
'Bridge_of_Spies22.txt','form historical whitewash noxious harmful customary American variety like movie lot measure adult film year ',positive
'Burnt2.txt','something few cooking movie reality ',positive
'Everest4.txt','offer moviegoer rare taste rarify air compel argument make see movie writ large oversized screen actual movie theater ',positive
'Straight_Outta_Compton11.txt','time moment potent successful hell case be story worth tell ',positive
'Sicario12.txt','production include be prepare intense suspense moral ambiguity ending conform norm ',positive
'Truth13.txt','film verity news story condone sloppiness worth see firebrand performance battler consume righteousness ',positive
'The_Walk11.txt','hour feel walk wire be agitate exhaust movie be squirm wince few time have close eye find relief ',positive
'Burnt1.txt','strong cast film right ingredient make perfect meal ',positive
'Everest18.txt','light want feel watch understand tragedy watch be entertain icy whipping wind reality sting ',positive
'Sicario23.txt','collapse own grimness pulse care story beating drum next set piece ',positive
'Crimson_Peak5.txt','surface pleasure demon modern entertainment movie familiar way same time issue plea restraint ',positive
'Black_Mass23.txt','good annihilate self-consciousness more light-hearted work shine channel other actor nose ',positive
'The_Last_Witch_Hunter0.txt','most other film expository dialogue bluster way action scene last measure make suspend disbelief ',positive
'Truth3.txt','debut director write great sense forward motion suspense story ',positive
'The_Visit0.txt','scary ride jittery tension humor ',positive
'The_Diary_of_a_Teenage_Girl1.txt','directorial effort incisive universal specific detailed setting ',positive
'Sicario22.txt','thrill ride enjoyable cast head sinister secret agent flip-flop person uncertain provenance Mexican Colombian scary guy ',positive
'Straight_Outta_Compton3.txt','moment timeless depiction artist writer transform world angry profane vibrant singular personal expression ',positive
'Steve_Jobs13.txt','cradle-to-grave mold call mold reason ',positive
'Sicario26.txt','good borderline fluid indistinct ',positive
'Everest23.txt','good gruel movie true-life fortune battered group climber high place go ',positive
'Burnt0.txt','entertaining act photograph write comedy dark undertone culinary addiction be call delicious see check cholesterol ',positive
'Bridge_of_Spies15.txt','solid uplift extend range day make movie historical character complexity untainted ',positive
'Bridge_of_Spies36.txt','rousing tale espionage plenty old-fashioned quality doubt ability devise arresting moment movie theme story ',positive
'Shaun_the_Sheep_Movie18.txt','realize modest scale other feature film absolute delight term set character design sophisticated detail counterbalance crude visual trademark ',positive
'Our_Brand_Is_Crisis8.txt','horror film wrap political comedy ',positive
'Steve_Jobs35.txt','first act thing beauty second good enough shame third act ending everything precede ',positive
'Shaun_the_Sheep_Movie28.txt','charming clever concoction ',positive
'Sicario27.txt','sure leaven right word enigmatic agent world-weary cynicism least dose dark humor proceeding ',positive
'SPECTRE14.txt','Anyone tamp youthful yen excitement stay craving grownup glamour foolish equal satisfaction provide throb mystery be explain mere plot ',positive
'Steve_Jobs18.txt','script clever know point late proceeding everybody drunk task minute event small moment fourth wall slight smart way ',positive
'Bridge_of_Spies29.txt','name hard be excite project workmanlike production engaging lofty expectation worth see good film ',positive
'Sicario13.txt','sound urgency sense immediate danger close shot film ',positive
'Our_Brand_Is_Crisis9.txt','play brand political spin doctor female role last year ',positive
'Bridge_of_Spies43.txt','most part content allow story tad bit long do talking off-track sappy end reminiscent notion hierarchy American family give film canon be inevitable guy help ',positive
'Black_Mass11.txt','down dirty crime drama base exploit gangster thrill number reason ',positive
'Steve_Jobs38.txt','go movie hard fact be nice think get kind truth entertainment handle truth ',positive
'The_Peanuts_Movie5.txt','film style attitude successful bridge old new matter emotional slimness sight fretful angst kid point ',positive
'Sicario16.txt','Spanish film term sensational gripping spin covert war drug traffic year ',positive
'The_Man_from_U.N.C.L.E.15.txt','lithe detach cool pressure ',positive
'Goosebumps5.txt','perfect scary movie kid ',positive
'A_Walk_in_the_Woods3.txt','funny gracious wonderful comic face voice posture geezer have tackle healing hike year ',positive
'Maze_Runner__The_Scorch_Trials0.txt','be queen bee genre fellow satisfying way combine rebellion politics science lot jog broad audience ',positive
'The_Man_from_U.N.C.L.E.0.txt','fondness genre particular love pop man summer big fizzy drink bubble be go moment theater smile face linger ',positive
'Straight_Outta_Compton10.txt','straight entertaining film good look listen ',positive
'Goosebumps8.txt','movie version balance act cheerful nasty delight ',positive
'The_Man_from_U.N.C.L.E.13.txt','lot energy effort go endeavor say fun tedious say uncle ',positive
'The_Diary_of_a_Teenage_Girl16.txt','film capture turmoil be teenager ',positive
'Truth16.txt','commanding figure way argument involve screen presence character staunch resolve straightforward script ',positive
'SPECTRE1.txt','feat pure cinematic necromancy ',positive
'Steve_Jobs11.txt','race high gear start finish electric direction theatrical three-act study ',positive
'Bridge_of_Spies7.txt','secret prisoner exchange tense funny cat-and-mouse game ',positive
'The_Diary_of_a_Teenage_Girl21.txt','do different let define ruin ',positive
'The_Man_from_U.N.C.L.E.7.txt','man refusal pander short attention span movie charm spy night ',positive
'We_Are_Your_Friends2.txt','big dumb broad stroke plot point visible mile music fantastic film central relationship ',positive
'The_Martian34.txt','lot information Martian be incomprehensible lay audience climax original hell entertaining ride ',positive
'Minions12.txt','be much good thing ',positive
'Sicario6.txt','opening pitch impossible sustain build do master kind creep tension audience snake suffocate prey ',positive
'The_Intern1.txt','be lot less strife starvation disease dread rule world ',positive
'The_Walk4.txt','different brand spectacle audience come expect recent studio share true story incredible be see be believe oppose imaginary feat full impossible creature ',positive
'Crimson_Peak4.txt','horror impatient person game day hurry erotic atmosphere performance perfect tune script melodrama ',positive
'SPECTRE23.txt','sinister magnetic pull movie real stake attitude distinctive flavor mention more mesmeric image expect workmanlike blockbuster franchise ',positive
'Ricki_and_the_Flash8.txt','breezy touching dysfunctional family real heart genuine musical soul ',positive
'The_Walk6.txt','watch something make anything happen reality grab case use power good end result stirring spectacular time devastating subtle final line dialogue ',positive
'Pan2.txt','thing overcrowd sticky final act certain timeless buoyancy bounce ',positive
'Our_Brand_Is_Crisis4.txt','screenwriter vast terrain self-serving scoundrel trump anything make laugh firing ',positive
'Bridge_of_Spies1.txt','brawny film script plot point peg tight direction fourth pair furtive face justice masterful ruling ',positive
'Bridge_of_Spies33.txt','movie wonderful ability tell story visual other filmmaker work today good ',positive
'The_Diary_of_a_Teenage_Girl25.txt','young woman desire unsinkable uninhibited little make lot bad decision ',positive
'SPECTRE7.txt','satisfying overall sequence ',positive
'Shaun_the_Sheep_Movie7.txt','romp shear delight shear perfection ',positive
'The_Walk2.txt','event kind blockbuster avant-garde game composition movement perspective attune form space do same subtle meticulous 3D ',positive
'Underdogs0.txt','design laugh kick ',positive
'The_Martian5.txt','argue plot Martian offer many surprise movie innumerable delightful moment small discovery infectious enthusiasm ',positive
'Shaun_the_Sheep_Movie6.txt','great silent movie pathos comedy concrete object be animate build elaborate gag involve everyday item transform device character manipulate provide means achieve goal ',positive
'Sicario21.txt','dramatic thriller spot brain stomach ',positive
'The_Intern3.txt','day tough find comedy sophistication slot ',positive
'Straight_Outta_Compton6.txt','smart casting unknown lead packed script feel long social commentary timeless ',positive
'Straight_Outta_Compton15.txt','sprawling overstuff formulaic entertaining story pop stardom ',positive
'Black_Mass22.txt','instinct observe underlay keep thing let require big dividend performance convincing previous big gangster role public enemy unexpected welcome point career good ',positive
'The_Man_from_U.N.C.L.E.12.txt','spectacular Italian location jazzy score vehicular action go third act few stylistic convention era mesmerize clever more style substance ',positive
'The_Diary_of_a_Teenage_Girl23.txt','uneven be time last minute craft super promising debut idea unlock secret world teenage girl let special little jewel box ',positive
'Everest2.txt','film spectacle use look trip place time most see ',positive
'Sicario35.txt','make film fine performance adept direction first-rate photography doltish screenplay start rock band drummer result yield satisfy memorable moment time build momentum project ',positive
'The_Diary_of_a_Teenage_Girl18.txt','result film funny sad scary sweet disturbing revelatory ',positive
'Bridge_of_Spies8.txt','consummate professional tribute gifted amateur smooth entertainment strong subtle political subtext potent unexpected ',positive
'The_Visit9.txt','come unoriginal horror picture demonic charm ',positive
'The_Intern9.txt','underwritten lose ',positive
'Sicario0.txt','pull news punch fever pitch perfect mix cerebral visceral thrill director screenwriter bring ',positive
'Shaun_the_Sheep_Movie19.txt','something refresh old-fashioned way mix silly slapstick sight gag combine gentle heart ',positive
'Steve_Jobs10.txt','discredit propulsive iconoclastic visionary democratise personal computing dispiriting study capitalistic sense unease upbeat ending ',positive
'The_Martian0.txt','fascinating film solve problem chief solver stick be funny interesting likable invest predicament moment ',positive
'A_Walk_in_the_Woods7.txt','guy hold attention grab current film more ',positive
'Steve_Jobs7.txt','pitch character study ambitious captivate portrait high cost genius ',positive
'Steve_Jobs28.txt','movie lot person brilliant break heart ',positive
'Black_Mass6.txt','acting tremendous ',positive
'The_Man_from_U.N.C.L.E.10.txt','make lot modern trick technology old-fashioned good sense set ',positive
'Jem_and_the_Holograms1.txt','revisit pop rock quest multiracial group adopt sister suburban make stylish musical fantasy generation ',positive
'Shaun_the_Sheep_Movie10.txt','Anyone have grand time watch suffer fractured funny bone be reset ',positive
'SPECTRE18.txt','end much good thing scene wrought little grace majesty romance way piece connect whole bumpy inelegant entertain sure love ',positive
'The_Visit11.txt','movie be back overseer complete faux documentary complete onscreen title hilarious sequence feature being ',positive
'The_Peanuts_Movie12.txt','elaborate treatment character receive gentle more other feature neat extension grant need see permanent cloud filth render ',positive
'The_Visit8.txt','refresh strange genre piece premise willingness accept grown-up weirdness long stability ',positive
'The_Diary_of_a_Teenage_Girl11.txt','result believable hopeful tender delightful movie rare sensibility make woman confident healthy feminine resilience ',positive
'The_Man_from_U.N.C.L.E.9.txt','man key vintage edition impossible movie good movie great look ',positive
'The_Walk29.txt','frustrating work everything be modern classic understanding everything make film need hype explain be ',positive
'Shaun_the_Sheep_Movie9.txt','be smart moving hilarious inclusion single word dialogue ',positive
'Everest22.txt','several thing find way make average viewer people mountain ',positive
'Bridge_of_Spies28.txt','worth fight British comic version Russian spy man steadfast loyalty different cause ',positive
'Black_Mass12.txt','entertaining inspire more memorable sequence childhood friend loyalty tease secret steak sauce famous funny scene ',positive
'Hotel_Transylvania_21.txt','spooky thing much funny colorful original second time ',positive
'Straight_Outta_Compton17.txt','buoy soundtrack crack open recall simple chaotic time life bark bite take ',positive
'SPECTRE26.txt','revisionism history franchise film recall forbear ',positive
'Truth6.txt','creep horror professional disgrace fear stigma unfair treatment have be polished professional come seam catch self-incrimination spiral neurosis ',positive
'Black_Mass18.txt','director underrate make tight tense gangster film pretty straight-ahead entry genre pepper spicy performance ',positive
'Bridge_of_Spies6.txt','brassy justified confidence own narrative flair ',positive
'Hotel_Transylvania_20.txt','joke grown up series reactionary bully gag script come clever humane making fun helicopter mom summer camp ',positive
'Everest10.txt','case character development neglect favor awe-inspiring view time mountain companion man woman populate screen ',positive
'Rock_the_Kasbah1.txt','screenwriter luck get play loser lose hilarious ',positive
'Black_Mass27.txt','nothing glossy surface real insight make man tick creepy be man devil ',positive
'The_Martian23.txt','quality scale story epic personal filmmak soar aerial shot red planet answer intimate landscape face ',positive
'The_Peanuts_Movie8.txt','genuine happiness door leave open woe ',positive
'Ricki_and_the_Flash0.txt','people interested remake humanist suburban fable ',positive
'The_Diary_of_a_Teenage_Girl3.txt','movie concern life mind body dawn self-respect girl run sort risk rare terrific ',positive
'Truth2.txt','say good grave understatement ',positive
'American_Ultra7.txt','fun bad way bad fun way late summer ',positive
'Our_Brand_Is_Crisis5.txt','film good storyline real character justify back room king make campaign need poor majority ',positive
'The_Martian29.txt','few loose end screenplay faithful detailed source film triumph storytelling tribute power crowd-pleaser ',positive
'The_Transporter_Refueled2.txt','hard deny hedonistic joy way various toy goofball finale special appearance jet worth wandering dialogue desert ',positive
'Sicario24.txt','set piece orchestrate aplomb raid tunnel border be particular stand keep ground reality focus small group character plot complex Byzantine intricacy problem obscure motivation operator ',positive
'Bridge_of_Spies40.txt','want most respectable lark audience notice parallel 1950s today ',positive
'The_Intern4.txt','thing have share silly moment enjoyable likable movie longtime writer producer take direct put name know irreconcilable difference ',positive
'Pan5.txt','work screenplay director overwhelm material make care character ',positive
'Shaun_the_Sheep_Movie12.txt','company give adorable tale sheep comrade big-city adventure pure visual storytelling go see year ',positive
'Crimson_Peak6.txt','film tactile decadence rich sensory experience suffocate ',positive
'Jem_and_the_Holograms2.txt','new Jem be pure cubic zirconium mean be part fun night ',positive
'The_Diary_of_a_Teenage_Girl7.txt','complex close bone bawdy funny package astonishing degree cinematic brio first-time ',positive
'Straight_Outta_Compton2.txt','vigorous entertainment realism machine machine amplifier money medium scene play crucial role flow power ',positive
'We_Are_Your_Friends8.txt','past film character know secure future identity ',positive
'Everest7.txt','perilous central premise gallery individual destine make say disaster movie old sense term feel good thing ',positive
'American_Ultra5.txt','spoiler alert tip see stay credit end animate provide mini fourth act film little action movie star super simian beautiful human damsel amusing addendum lot American heart comic-book territory ',positive
'The_Visit2.txt','film entertaining forget scary terror funny film ',positive
'Steve_Jobs8.txt','portrait photograph succeed make entertaining fashion ',positive
'The_Walk19.txt','end graceful way pay tribute bravery determination thousand lose building daredevil love ',positive
'SPECTRE21.txt','bad need wake mid-morning nap bring retirement special ',positive
'Everest6.txt','convincing world craft film astonishing willing forgive less delicate touch favour compelling depiction be like ascend place heaven moment hell next ',positive
'Pan3.txt','full non-stop action intriguing new take classic tale old-fashioned swashbuckling mischief lead director heck charming romp ',positive
'Shaun_the_Sheep_Movie1.txt','have uncover mystery brain way funny bone ',positive
'The_Diary_of_a_Teenage_Girl14.txt','rare movie subject loss virginity female perspective film unique regard frankness humor artistry ',positive
'The_Walk26.txt','harness wizardry magnify sheer transporting wonder thrill experience film payoff lumbering setup lade cloy voiceover narration strained whimsy ',positive
'The_Visit1.txt','witty eleventh feature writer-director good movie tail-end last era good studio horror flick recent year combine immersion simulator crack script surprise good early film ',positive
'Shaun_the_Sheep_Movie5.txt','movie world-class winner ',positive
'Shaun_the_Sheep_Movie14.txt','hour have be enough slow patch charm burn ',positive
'Our_Brand_Is_Crisis3.txt','provocative intelligent bit underwhelming brand crisis inspire documentary same name filmmaker start aspiration challenge ',positive
'Steve_Jobs24.txt','dichotomy be false genuflect imply guy fascination offer portrait suggestion something heroic wart ',positive
'Pan6.txt','passable adventure occasional flash real cleverness ',positive
'The_Diary_of_a_Teenage_Girl33.txt','sex explicit frequent spectrum drug use man have get adapt novel such frank term ',positive
'Bridge_of_Spies35.txt','riveting film understand word ',positive
