% Ceci represente la classification de critiques de films en fonction de leur jugement.

@relation critiques
@attribute contenu string
@attribute classe {positive, mixed, negative}

@data
'be terrific live breathe come ',positive
'cool be first cut unaware be there ',positive
'pierce conventional get more interesting surround hold together well enough ',positive
'see do be make so compelling ',positive
'waltz own strange hit ',positive
'most be brainy high-speed be not quite as smart think be be new-style ',positive
'be still full still soulful enough recognize still assume be ',positive
'largely succeed achieve modest deliver feel-good real-life inspirational mostly engaging ',positive
'be great other good ',positive
'fussy most compartmentalize fill most powerful ',positive
'new be instant be consistently as good good even hit-and-miss be brace have give major truly revelatory least ',positive
'stick serve still never negate other also show human be ',positive
'as other great derive relish intricate craft ',positive
'be still be top-flight have be first likely be be good way deep silly feel little slight ',positive
'psychotic convict be not only tasty unholy Irish ',positive
'take work remain constitute full ',positive
'past big be look back own ',positive
'dark mask easy have be feed feed dispense violent vengeful promise clear fetid be just ',positive
'n\'t develop be too busy disseminate extend main ',positive
'give least showy most credible ',positive
'outlandish human be winning not get do n\'t really even try take skyward ',positive
'feel-good be absorbing true-life very smoothly handle old know be do ',positive
'walk be take there give make titter ',positive
'have make far good still raise smart about musical be so much more selfish say seven-time ',positive
'do n\'t often hear adjective uncomfortable use be seldom go come make as uncomfortable yet seem as true ',positive
'be deny create almost unbearably tense quite twist find laugh sheer unapologetic all ',positive
'be sensational expertly blend sublime hard-win be unique unforgettable just ',positive
'almost magically transform beguil full comic nimble ',positive
'be shoot design computer-generated script make most slipshod be n\'t try make important aim low ',positive
'have streamlined feel want please rather ',positive
'know well feel first new reunite full familiar ',positive
'riveting embody rise ',positive
'be curiously be constant granular never fully resolve ',positive
'put as have take far be see ',positive
'finally arrive do n\'t synthesize other ',positive
'be make modern be old-fashioned good not just be set ',positive
'suspenseful slap wear ',positive
'never entirely satisfying be visually dazzling boast lively even transfix keep flow ',positive
'do look be shoot even be suspiciously light cheerful tend thrive chilly more dour ',positive
'more most about fairly recent be so well write act convey convincing ',positive
'check enjoy ',positive
'original risk-taking make think differently American ',positive
'be positively effervescent sassy good acoustic be rarely seem ',positive
'crimson sexual dark be supernatural human gigantic be most terrifying ',positive
'be straightforward thrilling metaphysical emotional say be pure ',positive
'grasp eventually harness own ',positive
'make great young find terribly old-fashioned be right think so be first admit be play classical ',positive
'dramatic have get low be tremendous feel more dastardly ',positive
'take flutter around huge black watch painterly be not particularly substantial ',positive
'be respect pay all around ',positive
'taut timely be brilliant ',positive
'be solid feel good ',positive
'keep be not childishly wide-eyed capable still feel be terrific know get alive spend few be back seize ',positive
'be move magnificently craft name be bring low then redeem be mirror be real do too maybe be indirectly be definitely not build sell ',positive
'have see all before have do all before hit carefully calibrate be deeply satisfying also risk come ',positive
'be rich potent attend sophisticated new trail mostly though be formally audacious intellectually energize powerful lazy contemporary ',positive
'use polish hone n\'t help think look newly erect ',positive
'deeply principled deftly balance spirited be almost certain yield ',positive
'solid filmmak subtle excessive ',positive
'magnify pervasive surround modern be good convey creep complex sustain ',positive
'gorgeous inspire whole new ',positive
'keep nervy kinetic be good never seem be average somehow manage survive even come have kill be ',positive
'aid energetic rise deliver be good creepy dubious ',positive
'as unsettling be be ache other want lock away ring much true most ',positive
'full well-timed clever never occur real ',positive
'sharpen become far more compelling ',positive
'be well-crafted well-paced procedural monotonous ',positive
'be be deeply flaw complicate struggle mental own past dark add ironic be ',positive
'wisely cede main pull along neither formidable do much alleviate bumpy ',positive
'have enough reasonably entertaining be interesting emotionally compelling ',positive
'be nearly intimate rollick be almost impossible be perhaps only huge reveal evaporate awfully quick ',positive
'be not more accurate not say witty have be ',positive
'Gothic be outrageously sumptuous gruesomely violent design ',positive
'good be be more unconsciously perhaps also strategically anarchic typical suit well-tune absurd ',positive
'come partly terrific be good stellar partly juxtapose public private make cheer believe be change backstage not so much ',positive
'be tightly wind out keep many small move be skillful merge telling minute big loop ',positive
'most bewilder be moral drive work be be other be involve ',positive
'be show feature good dramatic ',positive
'be certainly little yellow different have probably mine about much provide lead ',positive
'be swift searing pull back investigate ',positive
'digital deep emotional keep sweet simple perfectly adore ',positive
'strip reveal be just smooth smile try sell many make other unnecessary ',positive
'though not entertaining lead be energetic sharp get fair juicy rock be be messy sputter be hum assured cynical ',positive
'rare improve go shed get matter ',positive
'be little overwrought borderline be partial Victorian big frilly deliver uncommon ',positive
'do n\'t always seem know want be be still full ',positive
'do n\'t want dislike be indifferent dislike say well n\'t be dazzle markedly well ',positive
'delightful capture adore comic ',positive
'be big brash horribly watchable take extraordinary true conceive familiar generic ',positive
'nutty nonsensical all aboard ',positive
'clock slim whole fly quite pleasingly warm funny reassert high ',positive
'remain decently robust entertaining just be haunt ',positive
'use intriguing cast bizarrely effective ',positive
'late be sumptuous beautifully construct feel archaic inviting ',positive
'be good musical last ',positive
'strip be about long ',positive
'all be risible have work know keep taut ',positive
'be never less engaging often much more ',positive
'be low-sling dirty challenge engage equal move grim confound very final ',positive
'be relentless keep little entrance ',positive
'most entertaining provocative ',positive
'potentially be chilling horrific be also beautiful ',positive
'be possible create be too high match be do deserve go big smart ',positive
'have generous visual satisfy ',positive
'somehow feel familiar even cozy n\'t make great feel old ',positive
'rather procedural complex international be understand least ',positive
'perhaps surprisingly be no good bad other ',positive
'say cheap still be not enough make awful be ',positive
'temperamentally align more lithe detach eternally cool ',positive
'be terrific be be often be explosive have be deliver only deliver be unfortunately as timely now first hear ',positive
'engross occasionally move do n\'t electrify other take chief be ',positive
'be deceptively tight even main seem be buzz aimlessly most successful only appear be go ',positive
'not have invent change view do real have do offer genuine find connect ',positive
'be cinematic have create much more dazzling original be sweet smart funny ',positive
'other recent notably be meticulously detailed revisit also speak also feel light less weight accrete maybe ',positive
'be go interpret search indisputable help not make too many score write direct act so fresh startling leave awe ',positive
'real be not be find sweeping see learn get ',positive
'old-fashioned be always romp ambitiously aimless be all-too-rare ',positive
'digital be undeniably contemporary be otherwise mostly play rarely give contemporary pace do arrive however be effectively unsettling ',positive
'be tempting think undermine muster ',positive
'star despicable seize enjoyably demented be guarantee send young ',positive
'push most ugly off notorious play do most fulfill breathe be still be feel ',positive
'potent visceral alike deliver big ',positive
'spend write star confident fuse make indelible ',positive
'be hit be be still lively political black have see pace be lickety-split be boisterous be ',positive
'be tragic here be overarching offer either seem pretty pat take leave be just there ',positive
'good star flawless smart ',positive
'often drown dramatic dreary grisly use dubious however operate ',positive
'everywhere be unnecessary already feel so specific true ',positive
'be ',positive
'be exhausting impressionistic ultimately hollow extraordinarily well-act not nearly as relevant ',positive
'nonstop follow comic ready make sure be exhausting know let rip ',positive
'work co-write pull fabulous own deliver mainstream have poetic ',positive
'emotional strong sociological many visceral more less limit procedural be pretty good absorbing well-made ',positive
'be 24th rank solidly all-time mean be still beautifully photograph action-packed international wonderfully ludicrously entertain set dry myriad gorgeous classic be clearly out seem like ',positive
'remind be rather digital be often most potent ',positive
'direct exceptional elegant even come specialize psychopathic play such golden ',positive
'be not feel move forward single be little mechanical about follow be almost charmingly old-fashioned ',positive
'straight remind not only be mean also matter still do ',positive
'most fascinating be lean rather make fight ',positive
'get more serious produce affect ',positive
'drink be potentially dangerous yet nearly impossible leave alone ',positive
'have enough smart make amusingly louche cultivate feel refreshingly digital ',positive
'keep entertainingly intact translate frighteningly successful young big lively teen ',positive
'crisp 3D clear fluid thrilling immensely impressive involve get short ',positive
'buy good be worth wait unquestionably deliver ',positive
'be funny enough get angry be sad be too much be true ',positive
'straight play well be show abuse be good do n\'t sidestep malicious stand be electrify speak urgently right now ',positive
'ride entirely particular be carry get there ',positive
'visually spectacular consistently entertaining procedural suffer only hit emotional usually require make adventure really take ',positive
'overlook more overdo last be like here ',positive
'third really have go way crazy ',positive
'be strange sometime seem be nudge even be tell quite different ',positive
'be as strong as energize be do ',positive
'not be complete form unexpectedly chilling define skillful be significant right ',positive
'be one-third two-thirds engaging fine terrific filmmak be not ',positive
'celebrate indomitable human common think almost occasionally preach ',positive
'taut American touch unnamed just violent erupt go play prey bad xenophobic ',positive
'fulfill limited provide fast-paced nice add memorable ',positive
'as be say most be behold few irritate ',positive
'sophisticated be long ever cruise elegant as tamp ',positive
'be fill big big be big few ',positive
'be n\'t interested offer have more ambitious be illustrate great do n\'t always mean great ',positive
'walk absorbing offer do n\'t just span also ethereal now-vanished ',positive
'many reflect be scintillate sometimes feel own ',positive
'support be be particularly strong concerned be most definitely unabashed ',positive
'be solid not stellar well put together very well act lack only genuine exist ',positive
'say feel about walk have never see do see n\'t love only say strike honorable good though lovely offer ',positive
'notorious astound good long step equally well ethically questionable flirt wrong ',positive
'work expect be be earnest not showcase full do honor ',positive
'be most towering be manage be brash exhilarate even occasionally move ',positive
'be keep give teeny witty fabulously slightly ironic be forthright deceive found ',positive
'many play loose be weak try humanize ',positive
'unique visual be be predictable be flat supernatural be red paraphrase be n\'t so much be ',positive
'witty more affect emotional feel undermine chaotic ',positive
'regardless flimsy emotional be worthy grow strong ',positive
'be about deliver enjoy have be please rather frustrate fourth direct be deem solid not darkly stylish not as stupidly grim either ',positive
'contemporary be generous inclusive fast-moving allow such grandiose genuinely inspiring ',positive
'so many be joyously minimal ',positive
'surprisingly demented crazy spirited simplistic off-beat blend anarchic ',positive
'once again prove craft gripping never collapse own moral be not easy watch be riveting essential ',positive
'delightful stop-motion animated feature be be be not ',positive
'view modern-day existential ',positive
'never quite reach early nonetheless respect always include ',positive
'take genuine take complex difficult make look easy also take great take dense be make practically sing ',positive
'great be consistently enjoyable ',positive
'mostly unfamiliar also serve well have elicit strong even be lack ',positive
'work as well do be lead ',positive
'even mild approach tell powerful engaging compelling challenge change young black in turn challenge change ',positive
'remind just chill bump supernatural be suppose be just be just many red show first crusty ',positive
'lack same constant last visual nonetheless mark rare effective focused ',positive
'last be n\'t ask only giggle squirm scream swoon ',positive
'be feel deeply sometimes literally hurt watch ',positive
'suspend weak unnecessary be palatable ',positive
'be here tell involve be make good good only go so far ',positive
'restless run drive ',positive
'have expect giant pray angry also possess sly ',positive
'more interesting controversial be inside grimy electrify illuminate creative ',positive
'remarkably vibrant frank precocious be emerge sexual very much ',positive
'have bring function very well high ',positive
'be please see be not so much American moral ',positive
'stay true be worth happy alike ',positive
'star have give brilliant maddening ingeniously design monstrously self-aggrandizing deserve ',positive
'entertain often be be also give be radical ',positive
'bring crazy scraggly call be ',positive
'be be very clever be dumb ',positive
'be not only narrative girlish womanly make vibrant hopeful ',positive
'put keep there fizzy hot ',positive
'be all too neatly stage make dynamic even do delicious ',positive
'be wild not good not be either ',positive
'have bright be practically blind own privileged landed ',positive
'do effective convey be like climb spend acclimate punish physical accompany subsequent ',positive
'be allergic historical be dish ',positive
'workmanlike work good be do drive expensive fast heedlessly detonate occasional enjoy beautiful ',positive
'be tentacled grab squeeze continually defy ',positive
'stop-motion never cease fascinate episodic hinder true emotional ',positive
'tell be not quaint national map ',positive
'straight be most potent ever make ',positive
'be confident slightly square highly satisfy star major brandish rather ',positive
'be not iconic match be topical supremely craft intelligent heartfelt humour die strap ',positive
'be great do n\'t think so be certainly full breathtaking brilliant reveal deliver ',positive
'have never seem more do here adrift ',positive
'be wrong be most frustrating ever put dare show usually work big ',positive
'be n\'t conventionally exciting be n\'t intend be instead be satisfy thoroughly pleasurably so ',positive
'crimson be be so preoccupy be visually stunning forget be scary ',positive
'look exciting no-nonsense little totally be lie great ',positive
'straight prove as infectiously entertaining be educational richly textured thumping confirm ',positive
'be surprising even wondrous be often precisely crooked inform ',positive
'impressive have deliver soulless ',positive
'few lament go ',positive
'though not dramatically rich emotionally compelling still rank sleek slightly overlong ',positive
'be deeply satisfying intense drive spectacular typically mesmerize other especially middle be frustratingly self-indulgent ',positive
'be first long be tempt just see pull magic ',positive
'comic late undoubtedly approve give have ensure remain true artistic ',positive
'enthrall rigorously realistic ',positive
'be be powerful just inspire do scary pick ',positive
'be shocking effective soak dry brown ',positive
'be most purely enjoyable have make streamlined consistent pace aid do n\'t make wrongfoot make easy ',positive
'be handsome mature rich novelistic ask very little ',positive
'do well play have fall shady carry emotional prove occasionally have do more be laid-back comic ',positive
'be vintage ',positive
'walk be surprisingly funny many run about halfway ',positive
'Italian do n\'t have be artfully make act ',positive
'rare ',positive
'be not sit not even remotely not even stretched be be ultimately rewarding tackle other n\'t touch not even thick ',positive
'consist episodic redeem scenic unspoiled spectacular ',positive
'enormously ',positive
'be sophisticated such fulfill satisfy ',positive
'suggest play safe American not be quite so persistent be as enjoyable so sweet conjure such do really wish register help ',positive
'goofily wholesomely boisterous be spooky readily divert message ',positive
'most engross be gradual grueling first then broadcast ',positive
'refuel be n\'t good most be consistently commit mainlin base damn near else ',positive
'ignore spectacular ',positive
'propel ingenious give be galvanize ',positive
'great be stirring timely secret steal personal get believe ',positive
'low-budget deftly mix pure take really oddball ',positive
'be simple well-executed ',positive
'many be either obvious have be expose keep wait clever insightful never arrive be set pretty low ',positive
'be cruelly efficient make good do n\'t leave huge perhaps be have already meet far too briefly hypnotic first real ',positive
'thrilling disorient drain exist seemingly own devise ',positive
'be arrive unevenly script fact-based achieve full even achieve ',positive
'be gold-plate thump be resonate same watch get touch be next many hackneyed religious ',positive
'actually entertaining not only stand own surpass more limited offer ',positive
'start out strong quickly then get tangle fall apart ',positive
'sombre hypnotic make feel carry single prod smirk wear along most ',positive
'be entertaining good pass late lengthen not much more ',positive
'be guiding brisk make charming here stand-alone ',positive
'high find wounded rather ',positive
'deliver be be proud insecure profanely comic drip adolescent ',positive
'do n\'t make exalt extraordinary suggest be obey noble high be blunt businesslike begin long ',positive
'be usual even be pull brilliant ingeniously choreograph boast most photogenic ',positive
'unsurprisingly be real ',positive
'even hefty maintain solid streamlined edit long-time be tremendous ',positive
'have fine nice natural have gently ',positive
'best-selling be thrill be just as obsessively invest be right down ',positive
'fear involuntary comic arise sparse finicky somewhat bouffant ',positive
'be present be compelling ',positive
'play seek renew intern be gentle be disrespectful want greet American warm ',positive
'busy British be extraordinary find ',positive
'now have grow accustom back be well creative see innovative narrative lie dormant technical cinematographic do not always provide great be almost always quite see ',positive
'have take important largely forget hardly action-packed turn gripping feel be ',positive
'small large late deeply satisfying feel more subdue usual more so philosophical shape expertly ',positive
'long patient chilling vividly capture divide muted color cover ',positive
'be most majestic real dazzling digital exhibit ',positive
'unusually be tonally uncertain ',positive
