% Ceci represente la classification de critiques de films en fonction de leur jugement.

@relation critiques
@attribute contenu string
@attribute classe {positive, mixed, negative}

@data
'be unpleasant visceral ',negative
'be be care less about dubious ',negative
'have few emerge shift be not enough make care keep third be ',negative
'convict guilty truly heinous have sit unbearably tedious unfunny ',negative
'senseless eponymous forward carry quickly brief slum well have be shoot ',negative
'watch predominantly empty anonymous scarcely count jolt mount ',negative
'stupid talk ',negative
'brain-dead popular ',negative
'enjoy rancid red depend not just also sloppy ',negative
'try encapsulate be not possible do n\'t appear have ',negative
'dumb sloppy ',negative
'provide scant intentional otherwise ',negative
'do n\'t so much extend as uglify reduce ultimate ',negative
'imagine combine bad have rough feeble ',negative
'be so inept flat histrionic dull be not go change dreadfully overdo musical star grow slightly funny not funny enough make endless bearable ',negative
'try find interesting classic horrifically fail ',negative
'thoroughly misguided unfunny prove n\'t beat dead ',negative
'be spectacularly generic sleekly shoot edit giant ',negative
'credible do well go see again ',negative
'be hard say be apparently impossible ',negative
'very long late-night occasionally veer worse ',negative
'strict work show ',negative
'hinge save get be get remarkably little ',negative
'miraculously seem great longer be not good careen ass joke back ',negative
'finish early go save ',negative
'all as pointless treat advanced ',negative
'be just stiff try patented key dramatic be comic precise start die slow ',negative
'have right be ',negative
'bad ',negative
'disjointed brief comedic skip theatrical go straight ',negative
'so patchy so calculate so lack genuine comic make look admire new ',negative
'too lazy play own video lucky be be make adapt successful tedious be ultimate cinematic ',negative
'cosmic ',negative
'even find be ',negative
'even late logical filmmak undercut be less acceptable however be unaccountably weak sort concern demonic ',negative
'new abominable ',negative
'do seem have grind visual sexual barely figure take various stereotypical feminine good find ',negative
'wind disorganize visual empty worthy be dynamic give occasional appeal only even be test ',negative
'anemic strive long reach give newfound comic other ',negative
'nasty have be hang look ',negative
'merely exude cheap be simply ask rank accordingly ',negative
'cheesy amateurish ',negative
'clumsy ',negative
'only remotely resemble depressing be Jewish ',negative
'be certainly enough dopey here last be considerably more be even most extravagant be hamper desultory plot oppressively synthetic ',negative
'be few far pretty darn faint ',negative
'leave real religious emotional captive up build big ',negative
'loathsome watch almost turn ',negative
'ugly pointless dishonest ',negative
'have n\'t be change ',negative
'just deadly dreadful loud obnoxious convoluted irritate horrible dumb ',negative
'have enough laugh make rambunctious not nearly enough ensure happy promise ',negative
'be give grand old fresh unusual emerge good simply play two-dimensional rather one-dimensional ',negative
'be scant pedestrian almost complete ',negative
'trapped be maul come as believably scary ',negative
'cheap just feel ',negative
'have be compose be far less impressive ',negative
'even rare die laugh watch discover only die apply endure ',negative
'even seem lose unravel supernatural dead red have pile so high barely see ',negative
'save few inspired usually screwball be unfunny here deserve good particular rare star ',negative
'complete joyless pointless fundamentally idiotic ',negative
'be clear be try say brave new social social public be garble come wrap just be n\'t truly scary suspenseful be real though ',negative
'elapse walk total ',negative
'deliver own so much enhance fly demonstrate little go craft back ',negative
'represent late dumb ',negative
'slog dismally dull ',negative
'be most recent dishonest sanitize no good even ',negative
'only expect be more aggressive male sexual really do become such vile ',negative
'all-out be crave be available ',negative
'narrate as read seem have learn long so n\'t be overtax ',negative
'standard gross-out notable only showy provide well-remember high ',negative
'render miraculous dull seem relatively uninterested do more preach ',negative
'mean-spirited strenuous bad seldom translate actual ',negative
'offer actual religious look indulge particular self-righteous just clueless reckless contemptible ',negative
'just be usually good suspect video be probably more entertaining coherent be ',negative
'not be as brazenly offensive not as spectacularly inept still awful offer force superficial half-baked ',negative
'caustic raunchy often hilarious use ',negative
'fail utterly bomb completely so even ',negative
'lame ',negative
'',negative
'amateurish ',negative
'be sloppy disconnected rehash lazily reverse-engineer be like happily pay see ',negative
'lean nasty patently absurd tortured long ',negative
'offer extreme unlikable seriously confuse be poorly sketch ',negative
'take weak do high even go scout anymore barely use anyway ',negative
'think lame have ever see now think lame have ever see see much bad have be ',negative
'so unremittingly awful label probably constitute ',negative
'probably n\'t be switch catch bizarre definitely n\'t ',negative
'be ',negative
'totally lame ',negative
'amateurish gabby ',negative
'never find own ',negative
'good likely be essentially find reside dreary familiar pave painfully good ',negative
'certainly be gross maybe even shocking be smart enough realize raise teen be ',negative
'be more interested own latent cosmic ',negative
'addict be mean-spirited dull silly bury talented horrendous possibly redeem ',negative
'tedious amateurish hilariously ill-timed ',negative
'cynical manage be infantile jaded same ',negative
'be simply care about even ',negative
'be visually thematically interesting grow speak clinch even be address ',negative
'God-awful perfectly encapsulate be wrong dismal ',negative
'only worthy be visually be impressive pretty be well leave ',negative
'be good be still speak bring see just have together ',negative
'maybe up own ',negative
'stand bad see ',negative
'take really bad stupid make appreciate well-done stupid be stupid ',negative
'not so fair balanced have make religious palatable work reasonably well show muddle lack pace ',negative
'scenic be just not much leave short stretch too thinly ',negative
'rapidly weary mistake ',negative
'gruesome so repulsive preclude further ',negative
'be so not single manage sound believable familiar likable be bury awful be warn ',negative
'be as subtle not merely ham-fisted ',negative
'vapidly generic British be squander decent include ',negative
'even protean n\'t dent ponderously unfunny uninspired be hard imagine old be divert broad deserve good first ',negative
'have professional sheen peddle not just make dull ',negative
'first last be hideous perfect seem set ailing sheer ',negative
'barely proficient putatively comic overly familiar crude achieve degrading shameful lay bare all too literally ',negative
'terrible political religious be aim not general certain feel as be engage giant good ',negative
'lose have be dim deadly take ever ',negative
'so seriously be happen get new be already figure now be have call guess want separate ',negative
'actually bad incoherent ',negative
'not tamper remain provide mere not mess have wrought ',negative
'be solid competent seek little female romantic ',negative
'be just slightly less dull disavow least seem less active turn inherently interesting ',negative
'about as funny seep ',negative
'leave amaze amaze ',negative
